Date,Day,ADR Model,ADR Conf,ADR Sess,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR Model,ODR BOX,ODR CONFO,ODR TRUERUE,ODR Confirmation Time,ODR Max Ext,ODR Max Ret,odr_false_conf_time,odr_end_of_session_SD,ODR END OF SESSION LOCATION,ODR Mid Trans,ODR Mid Box,ODR Mid Session,RDR Model,RDR BOX,RDR IDR MID,RDR DR MID,RDR Conf,RDR Sess,ADR MID RDR Trans,ADR MID RDR BOX,ADR MID RDR SESSION
2009-01-23,Friday,UXP,Short,FALSE,intact,intact,broken,DXP,RED,Long,TRUE,05:15,3.2941,-0.0882,,-0.0882,inside,broken,broken,broken,DX,GREEN,-1.65,-1.67,Long,TRUE,intact,intact,broken
2009-01-26,Monday,UXP,Long,FALSE,intact,broken,broken,DX,RED,Long,TRUE,04:25,2.8696,-0.3696,,-0.2174,inside,broken,intact,intact,UXP,GREEN,2.98,3.15,Short,TRUE,broken,intact,broken
2009-01-27,Tuesday,DXP,Long,TRUE,intact,intact,broken,UXP,GREEN,Long,FALSE,04:00,0.9556,-5.9111,05:10,-5.3333,below,intact,intact,intact,DXP,RED,-7.25,-7.27,Short,TRUE,intact,intact,intact
2009-01-28,Wednesday,DXP,Long,FALSE,intact,broken,broken,RX,GREEN,Short,TRUE,04:15,3.0588,-1,,1.2059,below,broken,intact,broken,DXP,RED,1.38,1.38,Long,FALSE,broken,intact,broken
2009-01-29,Thursday,UXP,Long,FALSE,intact,intact,broken,DXP,RED,Long,FALSE,04:35,0.8333,-2.4762,05:40,-1.381,below,intact,intact,broken,DXP,GREEN,-2.16,-2.05,Long,TRUE,intact,intact,broken
2009-01-30,Friday,UXP,Long,TRUE,broken,intact,broken,UXP,GREEN,Short,TRUE,05:05,2.1034,-1.7931,,-0.1724,inside,broken,broken,broken,RX,RED,-1.13,-1.37,Neutral,Neutral,intact,broken,broken
2009-02-02,Monday,RC,Long,FALSE,intact,intact,intact,DXP,RED,Short,TRUE,04:00,2.9211,-0.2105,,0.6053,below,intact,broken,broken,D,GREEN,0.63,0.57,Long,FALSE,intact,intact,broken
2009-02-03,Tuesday,RC,Short,FALSE,broken,broken,broken,D,GREEN,Long,FALSE,05:05,0.5455,-2.2273,06:35,-1.5227,below,broken,broken,broken,RC,GREEN,-0.63,-0.61,Long,TRUE,intact,broken,broken
2009-02-04,Wednesday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:25,5.4,-0.15,,2,above,intact,intact,broken,UXP,RED,4.17,4.37,Short,TRUE,intact,intact,broken
2009-02-05,Thursday,DXP,Long,TRUE,intact,broken,broken,RX,RED,Long,TRUE,04:10,1.36,-1,,0.32,above,broken,broken,broken,DX,RED,-1.86,-1.89,Long,TRUE,broken,broken,broken
2009-02-06,Friday,UXP,Short,FALSE,broken,intact,intact,DXP,RED,Short,TRUE,05:10,2.1795,-0.1538,,1.5128,below,intact,intact,broken,DXP,GREEN,2.56,2.67,Long,TRUE,intact,intact,broken
2009-02-09,Monday,UXP,Long,FALSE,intact,intact,broken,DXP,RED,Long,TRUE,04:35,2.122,0.3171,,1.6341,above,intact,intact,broken,UXP,GREEN,4.52,4.49,Short,TRUE,intact,intact,broken
2009-02-10,Tuesday,DXP,Short,FALSE,intact,intact,broken,UX,RED,Short,FALSE,04:00,0.9643,-6.3571,05:20,-4.9286,above,intact,intact,broken,UXP,RED,-4.74,-4.56,Short,TRUE,intact,intact,broken
2009-02-11,Wednesday,DXP,Short,FALSE,broken,intact,broken,UXP,GREEN,Short,TRUE,04:25,1.8276,-0.2069,,0.1724,inside,broken,broken,broken,DX,GREEN,0.36,0.43,Short,TRUE,broken,broken,broken
2009-02-12,Thursday,DXP,Short,TRUE,broken,broken,intact,RX,RED,Short,TRUE,04:05,2.3514,-0.1081,,1.8378,below,intact,intact,broken,DXP,GREEN,3.02,3.18,Long,FALSE,intact,intact,intact
2009-02-13,Friday,DX,Short,TRUE,intact,broken,broken,RC,GREEN,Long,FALSE,04:10,2.6923,-6,06:10,-0.0769,inside,broken,broken,intact,UXP,GREEN,4.3,3.88,Long,TRUE,broken,broken,intact
2009-02-16,Monday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:00,4.25,-1.2083,,-0.9583,inside,broken,broken,intact,RX,RED,-0.84,-0.73,Short,TRUE,broken,intact,intact
2009-02-17,Tuesday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Long,FALSE,04:20,0.9688,-3.25,07:30,-2.7813,below,intact,intact,intact,DXP,RED,-4.85,-4.69,Short,TRUE,intact,intact,intact
2009-02-18,Wednesday,DXP,Long,FALSE,intact,broken,broken,U,GREEN,Long,TRUE,05:40,1.5926,-0.1481,,1.2222,above,broken,broken,broken,D,RED,-2.49,-2.24,Neutral,Neutral,broken,broken,broken
2009-02-19,Thursday,RC,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,6.2667,0.2,,4.8667,above,intact,intact,broken,UXP,RED,3.83,4.23,Short,FALSE,intact,intact,broken
2009-02-20,Friday,UXP,Short,TRUE,intact,broken,broken,RX,GREEN,Short,TRUE,05:15,1.6032,-0.2063,,0.9524,below,intact,intact,broken,DXP,GREEN,1.39,1.39,Long,TRUE,intact,intact,broken
2009-02-23,Monday,UXP,Long,TRUE,intact,broken,intact,UX,RED,Neutral,NeuTRUEral,,,,,-0.5211,inside,broken,broken,broken,RX,RED,-0.51,-0.43,Short,TRUE,intact,broken,broken
2009-02-24,Tuesday,DXP,Short,TRUE,intact,intact,broken,DXP,RED,Long,FALSE,04:25,4.0667,-1.6667,04:45,2.0667,above,intact,broken,intact,U,RED,3.13,3.1,Long,TRUE,intact,broken,broken
2009-02-25,Wednesday,UXP,Long,FALSE,broken,broken,intact,RX,GREEN,Long,TRUE,04:50,3.2083,0,,2.3333,above,intact,intact,broken,UXP,RED,2.72,2.56,Short,FALSE,intact,intact,broken
2009-02-26,Thursday,UXP,Long,TRUE,broken,broken,broken,UXP,GREEN,Long,TRUE,04:30,3,0.2174,,0.4348,inside,broken,intact,intact,UXP,GREEN,6.52,6.52,Long,TRUE,broken,intact,intact
2009-02-27,Friday,RC,Long,TRUE,broken,intact,broken,DXP,RED,Long,FALSE,04:40,1.3684,-3.3158,07:45,-3.2368,below,intact,intact,broken,DXP,GREEN,-2.58,-2.58,Long,TRUE,intact,intact,broken
2009-03-02,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,05:45,2.1136,0.4091,,1.7045,below,intact,intact,intact,DXP,RED,3.6,3.57,Short,TRUE,intact,intact,intact
2009-03-03,Tuesday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,05:00,0.9474,-0.807,,0.7193,above,intact,broken,broken,UX,RED,0.18,0.42,Short,FALSE,intact,intact,broken
2009-03-04,Wednesday,RC,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,4.5,0.5357,,2.8571,above,intact,intact,intact,UXP,GREEN,7.53,7.69,Long,FALSE,intact,intact,intact
2009-03-05,Thursday,UXP,Long,FALSE,intact,intact,intact,DXP,RED,Short,TRUE,04:05,6.3889,0.6667,,4.0556,below,intact,intact,intact,DXP,RED,1.63,1.69,Short,TRUE,intact,intact,intact
2009-03-06,Friday,DXP,Short,FALSE,intact,broken,broken,U,RED,Long,TRUE,04:40,1.75,-0.35,,0.075,inside,intact,intact,broken,UXP,RED,2.41,2.29,Short,FALSE,intact,intact,broken
2009-03-09,Monday,UXP,Short,TRUE,intact,intact,broken,DX,GREEN,Long,FALSE,04:00,2.3214,-4.5714,04:20,-4.2857,below,intact,broken,broken,UXP,GREEN,4.98,3.69,Neutral,Neutral,intact,broken,broken
2009-03-10,Tuesday,RC,Short,TRUE,intact,broken,broken,UXP,GREEN,Short,FALSE,04:15,4.2273,-1.9545,08:15,-1.6818,above,broken,broken,broken,UX,RED,-1.91,-1.8,Short,TRUE,broken,intact,broken
2009-03-11,Wednesday,DXP,Long,FALSE,intact,intact,broken,DXP,RED,Short,FALSE,04:10,1.2826,-1.413,04:40,0.413,below,intact,intact,broken,DXP,RED,1.35,1.38,Long,FALSE,intact,intact,intact
2009-03-12,Thursday,DXP,Long,TRUE,intact,broken,broken,RX,RED,Long,TRUE,05:10,1.5294,-1.2353,,1.1176,above,broken,intact,intact,UXP,GREEN,2.47,2,Long,TRUE,intact,intact,intact
2009-03-13,Friday,UXP,Long,TRUE,broken,broken,broken,U,GREEN,Short,FALSE,04:35,0.4848,-4.9394,05:40,-3.3636,above,broken,intact,broken,UXP,GREEN,-2.54,-2.41,Long,FALSE,intact,intact,broken
2009-03-16,Monday,DXP,Long,TRUE,intact,intact,broken,UX,GREEN,Short,FALSE,04:05,4,-1.9048,08:10,-1.4762,above,broken,broken,broken,RX,RED,0.11,-0.15,Long,TRUE,intact,broken,intact
2009-03-17,Tuesday,UXP,Short,TRUE,broken,broken,broken,D,RED,Short,FALSE,04:25,0.28,-2.7,06:15,-0.7,inside,broken,intact,intact,UXP,GREEN,-2.53,-2.51,Long,TRUE,broken,intact,intact
2009-03-18,Wednesday,UXP,Short,TRUE,intact,broken,broken,D,RED,Short,FALSE,04:00,1.3333,-2.5,04:45,-0.375,inside,broken,broken,broken,DXP,RED,1.39,0.97,Short,FALSE,broken,intact,broken
2009-03-19,Thursday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,FALSE,04:00,5.775,-1.1,04:55,4.375,above,intact,intact,intact,UXP,RED,4.02,4.17,Short,FALSE,intact,intact,intact
2009-03-20,Friday,RC,Long,TRUE,intact,intact,broken,UXP,GREEN,Long,FALSE,04:10,2.2083,-3.375,05:50,-2.0833,below,broken,broken,broken,RX,GREEN,0.79,0.49,Neutral,Neutral,broken,broken,broken
2009-03-23,Monday,UXP,Short,FALSE,intact,intact,broken,UX,GREEN,Short,TRUE,04:30,2.2917,-0.9167,,0.0417,inside,intact,broken,broken,RX,GREEN,0.25,0.1,Long,TRUE,broken,broken,intact
2009-03-24,Tuesday,UXP,Short,FALSE,broken,broken,broken,DX,RED,Short,TRUE,04:05,3.8667,-2.0667,,2.2,below,broken,intact,broken,DXP,GREEN,4.7,4.63,Long,TRUE,intact,intact,broken
2009-03-25,Wednesday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:10,4.0435,-0.913,,2.6957,below,intact,intact,broken,DXP,GREEN,2.86,2.63,Long,TRUE,intact,intact,broken
2009-03-26,Thursday,UX,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:15,4.2308,-0.7692,,1.6154,above,intact,intact,broken,UXP,RED,4.03,4.42,Short,TRUE,intact,intact,intact
2009-03-27,Friday,RC,Long,FALSE,intact,intact,broken,DXP,GREEN,Long,FALSE,04:00,1.4583,-4.625,05:25,-3.5,below,intact,intact,intact,DXP,RED,-7.75,-7.46,Neutral,Neutral,intact,intact,intact
2009-03-30,Monday,DXP,Neutral,Neutral,intact,intact,intact,DXP,RED,Short,TRUE,04:35,0.3111,-1.1333,,-0.6889,inside,broken,intact,intact,DXP,RED,0.74,0.71,Short,TRUE,intact,intact,intact
2009-03-31,Tuesday,DXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,FALSE,04:45,0.5333,-3.8333,05:20,-2.4333,above,broken,intact,broken,DXP,RED,1.65,1.6,Long,TRUE,broken,broken,broken
2009-04-01,Wednesday,UX,Short,TRUE,broken,broken,intact,DX,RED,Short,TRUE,04:10,1,-1.1111,,0.4074,below,intact,intact,broken,DXP,GREEN,2.11,2.12,Long,TRUE,intact,intact,intact
2009-04-02,Thursday,UXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:10,8.24,0.36,,6.28,above,intact,intact,intact,UXP,RED,9.86,9.66,Long,TRUE,intact,intact,intact
2009-04-03,Friday,RC,Short,TRUE,intact,broken,broken,D,RED,Short,FALSE,04:10,0.8696,-8.6087,04:30,-1.913,above,broken,broken,broken,RX,RED,-0.33,-0.24,Short,FALSE,broken,broken,broken
2009-04-06,Monday,UXP,Long,TRUE,intact,intact,broken,UXP,RED,Long,FALSE,04:15,0.8,-6.8,05:50,-6.56,below,intact,intact,intact,DXP,GREEN,-8.38,-8.19,Short,TRUE,intact,intact,intact
2009-04-07,Tuesday,RC,Short,TRUE,broken,intact,broken,UX,RED,Short,TRUE,04:05,4.5333,-0.1667,,3.7,below,intact,intact,intact,DXP,GREEN,5.91,5.98,Long,FALSE,intact,intact,intact
2009-04-08,Wednesday,DXP,Neutral,Neutral,broken,intact,intact,DXP,GREEN,Long,FALSE,04:05,1.4,-1.6,05:45,0.6333,above,intact,intact,intact,UXP,RED,1.24,1.26,Long,TRUE,broken,broken,broken
2009-04-09,Thursday,UXP,Long,FALSE,intact,intact,intact,UXP,GREEN,Long,FALSE,04:05,1.1111,-1.8333,07:20,-0.3889,inside,intact,intact,broken,UXP,RED,2.31,2.4,Short,FALSE,intact,intact,intact
2009-04-13,Monday,DX,Long,FALSE,intact,intact,intact,DXP,GREEN,Long,FALSE,04:00,2.4444,-8,05:10,-1.1111,inside,broken,intact,broken,DXP,GREEN,-22.78,-23.39,Short,FALSE,broken,intact,broken
2009-04-14,Tuesday,UXP,Short,TRUE,intact,intact,broken,DXP,RED,Long,TRUE,04:05,2.4754,-0.0492,,2.2295,above,intact,broken,broken,U,GREEN,0.27,0.29,Long,FALSE,broken,broken,broken
2009-04-15,Wednesday,DXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,2.55,-1.3,,-0.15,inside,broken,intact,broken,UX,GREEN,0.47,0.47,Short,TRUE,intact,intact,broken
2009-04-16,Thursday,D,Long,FALSE,broken,broken,broken,RC,GREEN,Long,FALSE,04:20,0.2632,-2.0789,06:45,-1.4211,above,broken,broken,broken,RX,RED,-0.9,-0.98,Neutral,Neutral,broken,broken,broken
2009-04-17,Friday,RC,Short,TRUE,broken,broken,broken,D,RED,Short,FALSE,04:05,2.6667,-5.3333,08:10,-4.4167,above,intact,intact,intact,UXP,RED,-6.74,-7.01,Short,TRUE,intact,intact,intact
2009-04-20,Monday,DXP,Short,TRUE,intact,intact,intact,DXP,GREEN,Short,TRUE,04:05,9.05,-0.15,,7.7,below,intact,intact,intact,DXP,RED,12.72,13.17,Short,TRUE,intact,intact,intact
2009-04-21,Tuesday,DXP,Short,FALSE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:25,1.381,-1.1905,,-1.0952,inside,broken,intact,broken,DXP,GREEN,-2.54,-2.72,Long,TRUE,intact,intact,broken
2009-04-22,Wednesday,UXP,Long,FALSE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:10,1.1429,-0.3095,,0.0714,above,broken,broken,broken,U,RED,0.11,0.23,Short,TRUE,intact,broken,broken
2009-04-23,Thursday,RC,Short,TRUE,broken,broken,intact,RX,GREEN,Long,TRUE,04:00,6.7647,0.1176,,5.5882,above,intact,intact,broken,UXP,RED,2.7,2.73,Short,FALSE,intact,intact,broken
2009-04-24,Friday,UXP,Short,TRUE,intact,broken,broken,D,GREEN,Long,TRUE,04:00,2,-0.0889,,1.7111,above,intact,intact,intact,UXP,RED,3.17,3.12,Long,TRUE,intact,intact,intact
2009-04-27,Monday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,05:05,0.7945,0,,0.6027,below,intact,intact,broken,DX,GREEN,0.27,0.45,Long,TRUE,intact,intact,broken
2009-04-28,Tuesday,UXP,Long,FALSE,intact,intact,intact,DXP,RED,Short,FALSE,04:15,0.7308,-3.2308,07:45,-1.5385,above,broken,broken,intact,UX,GREEN,-2.1,-2.1,Long,TRUE,intact,intact,broken
2009-04-29,Wednesday,RC,Long,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:50,3,0.4545,,1.0909,above,intact,intact,intact,UXP,GREEN,1.88,2.11,Long,TRUE,intact,intact,intact
2009-04-30,Thursday,RC,Long,TRUE,intact,intact,intact,UXP,GREEN,Neutral,NeuTRUEral,,,,,-0.7838,inside,broken,intact,intact,DXP,GREEN,,,Long,TRUE,broken,broken,broken
2009-05-01,Friday,UX,Long,TRUE,broken,broken,broken,D,RED,Long,TRUE,06:50,2.0882,-0.2941,,1.3529,above,intact,intact,intact,UXP,GREEN,3.45,3.51,Long,TRUE,intact,intact,intact
2009-05-04,Monday,UXP,Long,TRUE,intact,intact,broken,UXP,RED,Long,FALSE,04:15,0.28,-3.84,05:35,-3.04,below,broken,broken,intact,UX,GREEN,0.4,0.55,Long,TRUE,broken,intact,intact
2009-05-05,Tuesday,UXP,Short,TRUE,intact,intact,broken,DXP,RED,Long,TRUE,04:45,2.3846,-0.3077,,-0.0385,inside,intact,intact,broken,UX,RED,0.9,0.84,Short,TRUE,broken,broken,intact
2009-05-06,Wednesday,RC,Short,TRUE,intact,broken,broken,RX,GREEN,Long,TRUE,08:15,0.8846,0.5385,,0.7692,above,intact,intact,intact,UXP,RED,2.04,2.02,Long,TRUE,intact,intact,intact
2009-05-07,Thursday,UXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,1.7544,0.2632,,1.2105,above,intact,intact,broken,UXP,RED,1.22,1.28,Short,TRUE,intact,intact,broken
2009-05-08,Friday,DXP,Long,TRUE,intact,intact,intact,UXP,RED,Short,FALSE,04:20,1.4,-4.1,05:35,-3.05,above,intact,broken,broken,U,RED,-1.55,-1.48,Short,FALSE,intact,intact,intact
2009-05-11,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:10,3.7083,-0.625,,2.625,below,broken,broken,broken,RX,GREEN,-0.61,-0.76,Long,TRUE,intact,intact,broken
2009-05-12,Tuesday,UXP,Long,FALSE,intact,broken,intact,RX,GREEN,Long,TRUE,05:15,0.8842,-0.1158,,0.8,above,intact,intact,broken,UX,RED,-0.08,-0.05,Short,TRUE,intact,intact,broken
2009-05-13,Wednesday,UXP,Long,TRUE,broken,intact,broken,UXP,RED,Short,TRUE,04:20,3.5909,-0.7273,,1.9545,below,intact,intact,broken,DXP,GREEN,2.47,2.54,Long,FALSE,intact,broken,broken
2009-05-14,Thursday,DXP,Short,TRUE,intact,broken,intact,DX,RED,Short,TRUE,04:00,3.2857,0.75,,1.5714,below,broken,broken,broken,D,RED,0.14,0.03,Short,FALSE,intact,intact,broken
2009-05-15,Friday,UXP,Long,TRUE,broken,broken,broken,D,RED,Short,TRUE,05:50,4.75,0.2917,,4.2083,below,intact,intact,intact,DXP,GREEN,-3.05,-3.69,Long,FALSE,intact,intact,intact
2009-05-18,Monday,DXP,Short,TRUE,broken,intact,broken,UXP,GREEN,Short,FALSE,04:30,2.3333,-6,06:00,-5.7333,above,intact,intact,intact,UXP,RED,-7.47,-7.81,Long,TRUE,intact,intact,intact
2009-05-19,Tuesday,UXP,Short,FALSE,intact,intact,intact,UXP,RED,Short,TRUE,05:45,1.1556,-0.4889,,0.3333,below,intact,intact,intact,DXP,RED,1.91,1.92,Long,TRUE,broken,broken,broken
2009-05-20,Wednesday,UXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,05:00,0.4884,-0.814,,0.0698,inside,intact,intact,intact,UXP,GREEN,2.25,2.13,Long,TRUE,intact,intact,intact
2009-05-21,Thursday,RC,Long,FALSE,broken,intact,broken,UXP,GREEN,Short,TRUE,04:00,4.24,-0.36,,3.16,below,intact,intact,intact,DXP,RED,4.64,4.67,Short,FALSE,intact,intact,broken
2009-05-22,Friday,UXP,Long,TRUE,intact,broken,intact,UXP,RED,Long,TRUE,04:50,0.6364,-0.7955,,0.4545,above,broken,intact,broken,DXP,RED,-1.81,-1.82,Long,TRUE,broken,broken,broken
2009-05-25,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:00,1.7143,0.2857,,0.3333,below,intact,intact,intact,DXP,GREEN,0.95,1.02,Long,TRUE,intact,intact,intact
2009-05-26,Tuesday,UXP,Long,FALSE,intact,intact,intact,DXP,GREEN,Short,TRUE,04:10,4.3333,-1.619,,-0.8095,inside,broken,broken,intact,RX,GREEN,-1.36,-1.43,Long,TRUE,intact,broken,intact
2009-05-27,Wednesday,UXP,Short,TRUE,broken,broken,broken,UX,GREEN,Long,FALSE,04:00,2.4091,-1.6364,08:20,-0.6364,inside,broken,broken,broken,RX,RED,-0.73,-0.71,Long,TRUE,intact,intact,intact
2009-05-28,Thursday,RC,Long,FALSE,broken,broken,intact,RX,GREEN,Long,TRUE,05:10,0.8983,-0.2712,,-0.0508,inside,intact,intact,intact,UXP,RED,0.88,0.88,Long,TRUE,intact,intact,intact
2009-05-29,Friday,UXP,Long,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,05:10,1.7436,0.1282,,1.0513,above,intact,intact,broken,UX,RED,0.64,0.83,Short,FALSE,intact,intact,intact
2009-06-01,Monday,UXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:20,2.087,-0.8696,,0,inside,broken,broken,broken,RX,RED,-0.59,-0.92,Short,FALSE,intact,intact,intact
2009-06-02,Tuesday,UX,Long,TRUE,broken,broken,broken,U,GREEN,Short,TRUE,04:45,0.4545,-1,,-0.0227,inside,broken,broken,intact,RX,GREEN,-0.47,-0.41,Long,TRUE,broken,broken,intact
2009-06-03,Wednesday,RC,Long,TRUE,intact,intact,broken,UXP,RED,Short,TRUE,04:05,2.4706,-0.2941,,1.9412,below,intact,intact,intact,DXP,RED,2.08,2.13,Short,TRUE,intact,intact,intact
2009-06-04,Thursday,DXP,Long,TRUE,broken,intact,intact,UXP,GREEN,Long,TRUE,04:35,0.8367,-0.6122,,0.2653,above,intact,intact,intact,UXP,RED,1.63,1.66,Long,TRUE,intact,intact,intact
2009-06-05,Friday,UXP,Long,TRUE,intact,broken,broken,RC,RED,Short,TRUE,05:00,2.3125,-1.5,,-0.3438,inside,broken,intact,broken,DXP,RED,2.23,2.25,Long,TRUE,broken,broken,broken
2009-06-08,Monday,RC,Long,FALSE,intact,intact,intact,DXP,RED,Short,FALSE,04:10,0.3231,-1.2154,07:20,-1.0769,below,intact,intact,intact,UXP,GREEN,-1.84,-1.88,Long,TRUE,broken,broken,broken
2009-06-09,Tuesday,UXP,Short,FALSE,intact,intact,broken,UX,RED,Short,FALSE,05:30,0.3158,-1.4211,07:45,-1.1754,above,intact,broken,broken,U,RED,-0.76,-0.85,Long,TRUE,intact,intact,intact
2009-06-10,Wednesday,UXP,Short,TRUE,broken,intact,intact,UXP,GREEN,Long,TRUE,04:00,0.6818,-0.7727,,-0.2955,inside,broken,intact,broken,DX,RED,-1.21,-1.19,Long,TRUE,intact,broken,broken
2009-06-11,Thursday,UXP,Long,TRUE,intact,broken,intact,U,RED,Long,TRUE,04:55,0.7551,-0.449,,0.2857,above,broken,intact,intact,UX,GREEN,0.47,0.56,Long,TRUE,broken,intact,intact
2009-06-12,Friday,UX,Short,TRUE,broken,intact,intact,DXP,RED,Short,TRUE,05:00,3.375,0.0417,,2.8333,below,intact,intact,broken,DXP,GREEN,0.87,0.75,Long,TRUE,intact,intact,broken
2009-06-15,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Long,TRUE,04:20,1.3438,-0.7188,,1.1563,above,intact,broken,intact,RX,RED,-0.36,-0.18,Short,TRUE,intact,intact,intact
2009-06-16,Tuesday,DXP,Short,FALSE,broken,intact,intact,UXP,GREEN,Long,TRUE,04:25,5.7097,0.1613,,5.2258,above,intact,intact,broken,UXP,RED,4.16,4.27,Short,TRUE,intact,intact,broken
2009-06-17,Wednesday,DXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,TRUE,04:00,10.0588,1.5294,,9.6471,below,intact,intact,broken,DXP,RED,8.66,8.76,Short,FALSE,intact,broken,broken
2009-06-18,Thursday,UXP,Long,FALSE,broken,broken,broken,RX,RED,Short,TRUE,06:55,1.3846,0.2692,,0.4808,below,intact,broken,broken,D,GREEN,0.42,0.35,Neutral,Neutral,intact,broken,broken
2009-06-19,Friday,UX,Long,TRUE,broken,intact,intact,UX,GREEN,Long,TRUE,04:10,1.68,-1.04,,1.08,above,broken,broken,broken,RX,RED,-0.73,-0.53,Short,TRUE,intact,broken,broken
2009-06-22,Monday,DXP,Short,TRUE,broken,intact,broken,DX,GREEN,Long,FALSE,04:05,1.2308,-5.8077,05:00,-4.2308,below,intact,intact,intact,DXP,RED,-7.04,-7.16,Short,TRUE,intact,intact,intact
2009-06-23,Tuesday,DXP,Short,TRUE,intact,broken,broken,DX,GREEN,Short,FALSE,04:30,0.537,-2.963,07:10,-2.4259,above,intact,intact,broken,UX,RED,-1.61,-1.65,Short,FALSE,intact,broken,broken
2009-06-24,Wednesday,UXP,Short,TRUE,broken,broken,broken,U,RED,Long,FALSE,04:10,1.0741,-1.963,07:35,-1.3704,below,broken,broken,broken,U,RED,-0.28,-0.19,Long,FALSE,intact,broken,broken
2009-06-25,Thursday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:05,1.0435,-0.3261,,0.5435,above,broken,intact,intact,UXP,GREEN,0.88,0.95,Long,TRUE,intact,intact,intact
2009-06-26,Friday,UXP,Long,TRUE,intact,intact,broken,UXP,GREEN,Long,FALSE,04:55,0.4615,-4.3462,06:50,-3.1154,below,intact,intact,intact,DXP,RED,-5.97,-5.99,Short,TRUE,broken,intact,intact
2009-06-29,Monday,DX,Short,TRUE,intact,broken,intact,RX,GREEN,Long,TRUE,06:00,1.48,0.12,,0.86,above,intact,intact,intact,UXP,GREEN,2.62,2.62,Long,TRUE,intact,intact,intact
2009-06-30,Tuesday,UXP,Long,TRUE,intact,intact,broken,UXP,RED,Long,FALSE,04:10,0.25,-4.45,04:30,-2.25,below,intact,intact,intact,DXP,RED,-4.59,-4.93,Short,TRUE,broken,intact,intact
2009-07-01,Wednesday,RC,Short,FALSE,broken,intact,intact,UX,GREEN,Long,TRUE,06:50,0.3103,-0.6207,,0.1207,inside,intact,intact,broken,UXP,GREEN,0.62,0.7,Short,TRUE,intact,intact,broken
2009-07-02,Thursday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:05,3.425,0.55,,2.525,below,intact,intact,intact,DXP,RED,5.54,5.57,Long,FALSE,intact,intact,intact
2009-07-03,Friday,DXP,Short,FALSE,intact,intact,broken,UXP,RED,Short,TRUE,04:10,1.1458,-0.2917,,-0.0208,inside,intact,intact,intact,DXP,RED,0.56,0.57,Short,TRUE,intact,broken,intact
2009-07-06,Monday,DXP,Short,FALSE,broken,intact,intact,DXP,RED,Short,TRUE,04:05,1.6364,-0.7273,,-0.1591,inside,intact,broken,broken,RX,GREEN,-0.31,-0.31,Neutral,Neutral,intact,intact,intact
2009-07-07,Tuesday,RC,Short,FALSE,intact,intact,broken,DXP,RED,Short,FALSE,04:10,0.2703,-3.5946,04:45,-1.9459,above,broken,broken,intact,DX,RED,0.7,0.75,Short,TRUE,intact,intact,intact
2009-07-08,Wednesday,DXP,Short,FALSE,broken,broken,broken,RX,GREEN,Short,FALSE,04:00,0.6875,-1.7187,06:05,0.375,below,intact,intact,intact,DX,RED,0.29,0.23,Short,TRUE,broken,intact,intact
2009-07-09,Thursday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:10,1.0526,-0.5789,,0.4474,above,broken,intact,intact,DXP,RED,-2.53,-2.27,Short,TRUE,intact,broken,broken
2009-07-10,Friday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Long,FALSE,04:10,1.4063,-3.6563,07:50,-3.5625,below,intact,intact,broken,DX,GREEN,-1.58,-1.61,Short,FALSE,intact,intact,intact
