Date,Day,ADR Model,ADR Conf,ADR Sess,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR Model,ODR BOX,ODR CONFO,ODR TRUERUE,ODR Confirmation Time,ODR Max Ext,ODR Max Ret,odr_false_conf_time,odr_end_of_session_SD,ODR END OF SESSION LOCATION,ODR Mid Trans,ODR Mid Box,ODR Mid Session,RDR Model,RDR BOX,RDR IDR MID,RDR DR MID,RDR Conf,RDR Sess,ADR MID RDR Trans,ADR MID RDR BOX,ADR MID RDR SESSION
2010-07-01,Thursday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Long,TRUE,06:20,0.8049,-0.5366,,0.4146,above,broken,broken,intact,DX,RED,-2.18,-2.08,Short,TRUE,intact,intact,intact
2010-07-02,Friday,DXP,Short,FALSE,broken,intact,broken,UXP,RED,Short,TRUE,04:00,2.6667,-1.1333,,1.1667,below,broken,broken,intact,D,RED,0.38,0.26,Short,TRUE,broken,broken,broken
2010-07-05,Monday,DX,Long,TRUE,intact,broken,broken,U,RED,Short,TRUE,06:45,0.8621,-0.2414,,0.1724,below,intact,intact,intact,DXP,RED,1.62,1.5,Short,TRUE,intact,intact,intact
2010-07-06,Tuesday,DXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:50,2,-0.0606,,1.8788,above,intact,intact,broken,UXP,GREEN,2.22,2.31,Short,TRUE,intact,intact,broken
2010-07-07,Wednesday,DXP,Long,FALSE,intact,intact,broken,DXP,GREEN,Long,TRUE,05:45,1.775,-0.225,,0.975,above,intact,intact,intact,UXP,GREEN,3.22,3.26,Long,TRUE,intact,intact,intact
2010-07-08,Thursday,UXP,Long,FALSE,broken,broken,broken,D,GREEN,Short,TRUE,04:15,0.5,-1.3846,,-0.2308,inside,broken,intact,broken,UXP,GREEN,-4.25,-4.1,Short,TRUE,broken,intact,broken
2010-07-09,Friday,RC,Short,FALSE,intact,broken,broken,RX,RED,Short,TRUE,06:20,1.5806,-0.7419,,1.4839,below,intact,broken,broken,DX,GREEN,0.16,0.2,Long,FALSE,intact,broken,broken
2010-07-12,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,Neutral,Long,TRUE,04:05,1.5625,-0.9375,,1.25,above,intact,broken,broken,UXP,GREEN,0.68,0.37,Short,TRUE,broken,intact,intact
2010-07-13,Tuesday,DXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:30,4.9655,0.4138,,4.3103,above,intact,intact,intact,UXP,GREEN,7.65,7.74,Long,TRUE,intact,intact,intact
2010-07-14,Wednesday,UXP,Short,TRUE,intact,intact,intact,DX,GREEN,Short,TRUE,04:50,1.0769,-0.5897,,0.7692,below,intact,intact,broken,DXP,RED,0.51,0.52,Long,TRUE,intact,intact,broken
2010-07-15,Thursday,DX,Short,FALSE,broken,broken,broken,U,GREEN,Long,TRUE,04:45,4.1905,-0.0476,,2.7143,above,intact,broken,broken,RX,RED,-2.53,-2.89,Neutral,Neutral,intact,broken,broken
2010-07-16,Friday,UX,Short,TRUE,intact,broken,intact,D,GREEN,Short,TRUE,04:20,1.6552,-0.7586,,1.3793,below,intact,intact,intact,DXP,RED,2.78,2.82,Short,TRUE,intact,intact,intact
2010-07-19,Monday,DX,Long,TRUE,intact,broken,intact,UX,RED,Long,TRUE,04:35,2.1304,-0.7391,,0,inside,broken,intact,intact,UXP,GREEN,5.28,5.32,Short,TRUE,intact,intact,broken
2010-07-20,Tuesday,DXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,TRUE,05:45,4.9545,0.0909,,4.7727,below,intact,intact,broken,DXP,GREEN,2.68,2.79,Long,TRUE,intact,broken,broken
2010-07-21,Wednesday,UXP,Short,TRUE,broken,broken,intact,RX,GREEN,Long,TRUE,04:45,0.8837,-0.5116,,0.3953,above,intact,broken,broken,UX,RED,0.15,0.17,Short,TRUE,intact,broken,broken
2010-07-22,Thursday,DXP,Short,TRUE,intact,broken,intact,U,GREEN,Long,TRUE,04:45,1.0513,0,,0.2564,above,intact,intact,intact,UXP,GREEN,3.42,3.42,Long,TRUE,intact,intact,intact
2010-07-23,Friday,UXP,Long,FALSE,intact,broken,broken,RX,GREEN,Long,FALSE,04:00,1,-1.9677,05:05,-1.7742,below,intact,broken,broken,DX,GREEN,-1.44,-1.42,Long,TRUE,intact,intact,broken
2010-07-26,Monday,RC,Long,TRUE,intact,broken,broken,UXP,RED,Short,TRUE,04:10,2.0811,0.2432,,1.8919,below,intact,broken,broken,RX,GREEN,-0.28,-0.29,Neutral,Neutral,broken,broken,broken
2010-07-27,Tuesday,RC,Long,FALSE,broken,intact,broken,DX,GREEN,Long,TRUE,04:20,3.1176,-1.1765,,2.1176,above,intact,broken,intact,RX,RED,-0.8,-1.09,Short,TRUE,intact,broken,intact
2010-07-28,Wednesday,DXP,Short,FALSE,intact,intact,broken,UXP,RED,Short,FALSE,04:10,0.963,-1.4074,05:10,0.1481,below,intact,intact,intact,DXP,RED,1.66,1.57,Short,FALSE,broken,broken,broken
2010-07-29,Thursday,RC,Short,FALSE,intact,broken,broken,RX,RED,Short,TRUE,07:50,0.8667,0.0222,,0.3111,below,broken,intact,intact,UX,GREEN,-2.13,-2.17,Long,TRUE,broken,intact,intact
2010-07-30,Friday,RC,Short,TRUE,broken,broken,intact,RX,RED,Short,TRUE,04:10,0.6739,-0.1304,,0.1739,below,intact,intact,broken,DXP,GREEN,1.43,1.34,Long,TRUE,intact,intact,broken
2010-08-02,Monday,UXP,Long,TRUE,intact,intact,intact,UX,GREEN,Long,TRUE,04:15,2.1667,-0.1667,,1.75,above,intact,intact,intact,UXP,GREEN,6.83,6.83,Long,TRUE,intact,intact,intact
2010-08-03,Tuesday,UX,Long,TRUE,broken,broken,broken,D,RED,Long,TRUE,06:00,2.3571,0.4643,,1.5714,above,intact,intact,intact,UXP,RED,0.92,0.87,Long,TRUE,intact,broken,intact
2010-08-04,Wednesday,UXP,Short,FALSE,broken,broken,broken,DX,RED,Short,FALSE,04:00,1.4231,-2.4615,07:15,-2.3846,above,intact,broken,broken,U,RED,-1.31,-1.58,Long,FALSE,intact,broken,broken
2010-08-05,Thursday,RC,Short,TRUE,intact,intact,intact,DX,GREEN,Short,TRUE,04:25,3.75,-0.9167,,1.75,below,intact,intact,broken,DXP,GREEN,2.37,2.58,Neutral,Neutral,intact,intact,intact
2010-08-06,Friday,RC,Short,FALSE,intact,intact,broken,UXP,GREEN,Short,TRUE,04:15,2.6207,0.2414,,2.2069,below,intact,intact,intact,DXP,GREEN,2.67,2.89,Short,TRUE,intact,broken,intact
2010-08-09,Monday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:45,1.0625,-0.25,,-0.1562,inside,broken,broken,broken,DX,RED,-1.29,-1.32,Long,TRUE,intact,broken,broken
2010-08-10,Tuesday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:00,2.1765,0.0294,,1.8235,below,intact,intact,intact,DXP,RED,3.11,3.2,Long,TRUE,intact,intact,intact
2010-08-11,Wednesday,UXP,Short,TRUE,intact,intact,intact,DXP,GREEN,Short,TRUE,05:30,1.2963,-0.3704,,0.7037,below,intact,intact,intact,DXP,RED,2.27,2.25,Short,TRUE,intact,intact,intact
2010-08-12,Thursday,DXP,Short,TRUE,broken,broken,broken,UXP,GREEN,Short,TRUE,04:25,4.56,0.4,,3.24,below,intact,intact,intact,DXP,GREEN,4.4,4.58,Long,FALSE,intact,intact,intact
2010-08-13,Friday,DXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,TRUE,05:50,1.1321,-0.1321,,0.7736,below,intact,intact,intact,DXP,GREEN,0.5,0.61,Short,TRUE,broken,broken,intact
2010-08-16,Monday,DX,Short,FALSE,intact,broken,broken,UX,RED,Short,TRUE,04:00,0.2727,-0.9545,,-0.1818,inside,broken,intact,intact,DXP,GREEN,0.73,0.76,Long,TRUE,broken,intact,broken
2010-08-17,Tuesday,RC,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:20,1.6667,0.1026,,0.9231,above,intact,intact,broken,UXP,RED,0.43,0.48,Long,TRUE,intact,intact,intact
2010-08-18,Wednesday,DXP,Long,FALSE,broken,broken,intact,DXP,RED,Short,TRUE,05:35,1.0238,-0.381,,0.2619,below,intact,intact,broken,DXP,RED,2.4,1.83,Long,TRUE,intact,intact,broken
2010-08-19,Thursday,UXP,Long,TRUE,intact,intact,intact,UXP,RED,Short,TRUE,07:35,0.7222,-0.5,,-0.3611,inside,intact,intact,intact,DXP,RED,2.24,2.27,Short,TRUE,broken,broken,intact
2010-08-20,Friday,DX,Long,FALSE,broken,broken,broken,UX,GREEN,Short,TRUE,04:45,6.5789,0.3158,,4.4211,below,intact,intact,intact,DXP,RED,3.92,3.78,Short,TRUE,intact,intact,intact
2010-08-23,Monday,DX,Long,TRUE,broken,broken,broken,D,RED,Long,TRUE,04:40,1.2703,-0.3243,,0.8919,above,intact,broken,broken,UX,RED,0.35,0.44,Short,TRUE,broken,broken,broken
2010-08-24,Tuesday,DXP,Short,FALSE,broken,intact,intact,DXP,RED,Long,FALSE,05:00,0.44,-2.48,05:45,-2.04,below,intact,broken,broken,DX,GREEN,-1.7,-2.06,Short,TRUE,intact,intact,intact
2010-08-25,Wednesday,DXP,Long,TRUE,intact,intact,broken,UXP,GREEN,Long,FALSE,04:05,0.4054,-2.1081,05:30,-1.973,below,intact,intact,broken,DXP,GREEN,-1.73,-1.92,Short,FALSE,broken,broken,broken
2010-08-26,Thursday,UXP,Long,TRUE,broken,broken,intact,U,GREEN,Long,TRUE,04:15,0.9583,-0.3958,,0.1042,above,broken,broken,intact,U,GREEN,-0.12,-0.13,Long,TRUE,broken,broken,intact
2010-08-27,Friday,RC,Long,in,intact,broken,broken,UX,RED,Long,TRUE,06:05,2.3043,-0.4348,,0.1739,inside,broken,broken,broken,RX,RED,-1.94,-2.11,Long,TRUE,intact,broken,intact
2010-08-30,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:25,0.7692,-0.7308,,0.6154,below,intact,intact,broken,DXP,RED,1.03,1.24,Long,TRUE,intact,intact,intact
2010-08-31,Tuesday,DXP,Long,FALSE,intact,intact,intact,DXP,RED,Long,TRUE,06:00,0.7826,-0.9565,,-0.2174,inside,broken,intact,broken,UXP,GREEN,2.3,2.39,Short,TRUE,broken,broken,broken
2010-09-01,Wednesday,DXP,Long,TRUE,intact,intact,intact,UXP,RED,Long,TRUE,04:00,1.9688,-0.75,,1.6563,above,intact,intact,intact,UXP,GREEN,3.51,3.51,Long,TRUE,intact,intact,intact
2010-09-02,Thursday,UXP,Short,FALSE,broken,broken,broken,RX,RED,Long,FALSE,04:50,1.4706,-4.7647,06:30,-4.2941,below,intact,broken,broken,DXP,RED,-2.77,-2.3,Long,TRUE,intact,intact,broken
2010-09-03,Friday,UXP,Short,TRUE,intact,broken,broken,D,GREEN,Short,TRUE,07:15,1.5652,-0.1739,,0.0435,inside,broken,broken,intact,RX,RED,0.41,0.34,Short,TRUE,broken,broken,intact
2010-09-06,Monday,RC,Short,FALSE,intact,intact,broken,UX,RED,Short,FALSE,04:00,2.4,-1.7,04:35,0.9,below,intact,broken,broken,RX,GREEN,0,-0.06,Short,TRUE,intact,broken,broken
2010-09-07,Tuesday,DXP,Long,TRUE,intact,intact,intact,DX,RED,Short,TRUE,04:10,2.3714,-0.0571,,1.2,below,broken,broken,broken,D,RED,0.5,0.51,Short,FALSE,broken,intact,broken
2010-09-08,Wednesday,UX,Long,FALSE,broken,broken,broken,RX,RED,Short,FALSE,04:25,0.7297,-1.6486,08:10,-1.1892,above,broken,intact,intact,UXP,GREEN,-2.45,-2.23,Long,TRUE,broken,intact,intact
2010-09-09,Thursday,UXP,Long,FALSE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:00,0.8462,-0.6154,,0.3462,above,intact,intact,broken,UXP,GREEN,2.44,2.4,Long,FALSE,broken,intact,broken
2010-09-10,Friday,DXP,Short,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,05:25,0.2558,-1.093,,-0.6047,inside,broken,broken,intact,RX,GREEN,-0.4,-0.45,Long,TRUE,intact,intact,intact
2010-09-13,Monday,UXP,Long,TRUE,intact,intact,broken,UX,RED,Short,TRUE,04:20,1.2083,-0.7083,,0.5417,below,broken,intact,broken,UX,GREEN,-1.96,-2.07,Short,TRUE,broken,intact,broken
2010-09-14,Tuesday,DXP,Neutral,Neutral,intact,broken,intact,U,RED,Short,TRUE,05:05,2.3704,0.2593,,0.5926,below,broken,broken,broken,RX,GREEN,-0.1,-0.17,Long,FALSE,broken,broken,broken
2010-09-15,Wednesday,DXP,Short,TRUE,broken,intact,intact,DX,RED,Short,TRUE,04:55,2.52,0.44,,2.52,below,intact,intact,intact,DXP,RED,3.19,3.43,Long,TRUE,intact,intact,intact
2010-09-16,Thursday,UXP,Short,TRUE,intact,intact,intact,DXP,GREEN,Short,TRUE,04:15,1.32,-0.88,,0.48,below,broken,intact,intact,DXP,GREEN,0.34,0.3,Short,TRUE,intact,intact,intact
2010-09-17,Friday,DXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,FALSE,04:05,1.6316,-2.0526,08:05,-1.2632,below,intact,intact,intact,DXP,RED,-4.23,-4.36,Short,TRUE,broken,broken,intact
2010-09-20,Monday,DXP,Long,TRUE,intact,intact,intact,UXP,RED,Short,FALSE,04:00,0.7059,-1.8824,06:10,-0.4118,inside,broken,broken,intact,U,GREEN,-2.86,-2.8,Long,TRUE,broken,intact,intact
2010-09-21,Tuesday,UX,Long,TRUE,broken,broken,broken,D,GREEN,Long,TRUE,04:05,0.75,-0.9286,,-0.3571,inside,broken,broken,broken,D,RED,-0.9,-0.86,Short,TRUE,broken,broken,broken
2010-09-22,Wednesday,DXP,Long,TRUE,intact,intact,intact,UXP,RED,Short,FALSE,04:05,0.7778,-1.3333,08:15,-0.9722,inside,intact,broken,intact,U,RED,-1.06,-1.03,Short,TRUE,intact,intact,broken
2010-09-23,Thursday,DXP,Short,TRUE,intact,broken,intact,RX,RED,Short,TRUE,04:30,4.4167,0.4167,,2.4583,below,intact,intact,broken,DXP,GREEN,2.6,2.52,Long,TRUE,intact,intact,broken
2010-09-24,Friday,UXP,Long,TRUE,broken,broken,intact,RX,GREEN,Long,TRUE,04:00,1.7368,-0.0263,,1.4474,above,intact,intact,intact,UXP,GREEN,2.07,2.05,Long,TRUE,intact,intact,intact
2010-09-27,Monday,UXP,Long,FALSE,broken,broken,broken,RX,GREEN,Short,TRUE,04:45,1.3636,-1.2727,,-0.2727,inside,broken,broken,intact,RX,RED,1.25,1.25,Short,TRUE,broken,broken,intact
2010-09-28,Tuesday,RC,Short,TRUE,intact,intact,intact,DXP,RED,Short,FALSE,04:55,0.3636,-2.0909,05:50,-1.0455,inside,intact,broken,intact,U,GREEN,-1.55,-1.78,Long,TRUE,broken,broken,broken
2010-09-29,Wednesday,UXP,Long,TRUE,broken,intact,broken,UXP,RED,Short,TRUE,04:25,1.3929,-0.3929,,0,inside,intact,intact,broken,DXP,RED,2.03,2.03,Long,TRUE,broken,intact,broken
2010-09-30,Thursday,UXP,Long,FALSE,broken,broken,broken,RX,GREEN,Short,FALSE,04:30,0.3333,-5.2381,05:25,-4.7143,above,intact,intact,intact,UXP,GREEN,-6.93,-7.03,Short,FALSE,intact,intact,intact
2010-10-01,Friday,UXP,Long,TRUE,intact,intact,intact,UXP,RED,Long,TRUE,06:00,2.3333,0.2083,,2.125,above,intact,broken,broken,UXP,RED,1.14,1.14,Long,TRUE,intact,intact,intact
2010-10-04,Monday,UXP,Long,FALSE,broken,intact,intact,DXP,RED,Short,TRUE,04:10,0.8571,-1.3143,,-0.6,inside,intact,intact,intact,UXP,RED,-2.6,-2.52,Short,TRUE,broken,broken,broken
2010-10-05,Tuesday,DXP,Short,FALSE,intact,broken,intact,UX,GREEN,Long,TRUE,04:35,0.9286,-0.2381,,0.5952,above,intact,intact,intact,UXP,RED,0.76,0.83,Long,TRUE,intact,intact,intact
2010-10-06,Wednesday,UXP,Short,FALSE,intact,intact,broken,UXP,GREEN,Short,TRUE,04:25,1.8333,-0.3889,,1.1389,below,intact,intact,broken,DXP,RED,0.41,0.36,Short,FALSE,broken,intact,broken
2010-10-07,Thursday,UXP,Long,FALSE,intact,intact,intact,UXP,RED,Neutral,NeuTRUEral,,,,,-0.4545,inside,broken,broken,intact,D,RED,,,Short,TRUE,intact,broken,intact
2010-10-08,Friday,DXP,Short,FALSE,intact,broken,intact,RX,RED,Short,TRUE,04:05,4.5217,0.3478,,2.1739,below,broken,intact,intact,UXP,GREEN,-2.79,-3.09,Long,TRUE,broken,intact,intact
2010-10-11,Monday,UXP,Short,FALSE,broken,broken,intact,D,RED,Short,TRUE,04:20,1.325,-0.55,,0.625,below,intact,intact,intact,DXP,GREEN,1.14,1.17,Short,TRUE,intact,intact,intact
2010-10-12,Tuesday,DXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Short,FALSE,04:00,2.625,-5.5625,07:25,-3.5,above,intact,broken,broken,U,RED,-1.82,-2.57,Short,TRUE,broken,broken,broken
2010-10-13,Wednesday,RC,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,2.5882,-0.1176,,2.0588,above,broken,intact,intact,UXP,RED,1.91,1.52,Long,TRUE,intact,intact,intact
2010-10-14,Thursday,UXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,TRUE,04:20,2.5556,-0.037,,0.8519,below,intact,intact,intact,DXP,GREEN,2.57,2.83,Long,FALSE,broken,intact,broken
2010-10-15,Friday,DXP,Short,FALSE,intact,broken,broken,RX,RED,Short,TRUE,07:40,0.4815,-1.0185,,-1.0185,inside,broken,broken,intact,DX,RED,0.18,0.16,Short,TRUE,broken,broken,intact
2010-10-18,Monday,DXP,Short,TRUE,intact,intact,broken,DX,RED,Short,FALSE,04:00,1.2632,-5.7368,05:20,-5.4737,above,intact,intact,intact,UXP,GREEN,-7.59,-7.48,Long,TRUE,intact,intact,intact
2010-10-19,Tuesday,UXP,Long,FALSE,intact,intact,intact,DXP,GREEN,Short,TRUE,07:00,1.8409,0,,1.2045,below,intact,intact,intact,DXP,GREEN,3.48,3.45,Long,FALSE,intact,intact,intact
2010-10-20,Wednesday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:30,0.4444,-0.8222,,-0.5778,inside,broken,broken,broken,D,GREEN,-1.07,-0.96,Long,TRUE,intact,intact,intact
2010-10-21,Thursday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,TRUE,04:05,1.88,-0.84,,-0.2,inside,broken,broken,broken,U,GREEN,0.29,0.15,Short,TRUE,intact,intact,intact
2010-10-22,Friday,DXP,Long,TRUE,intact,broken,broken,RX,RED,Long,TRUE,05:05,1.2245,-0.4286,,0.4898,above,intact,intact,broken,UX,RED,0.42,0.38,Short,FALSE,intact,broken,broken
2010-10-25,Monday,UXP,Long,TRUE,intact,intact,broken,UXP,GREEN,Short,TRUE,07:10,1.5429,0.0571,,0.8286,below,broken,intact,broken,UXP,GREEN,-1.56,-1.55,Short,TRUE,intact,intact,broken
2010-10-26,Tuesday,DXP,Long,TRUE,broken,broken,broken,D,RED,Long,TRUE,06:15,0.75,-0.9545,,-0.8864,inside,broken,broken,intact,U,GREEN,0.15,0.01,Neutral,Neutral,broken,broken,broken
2010-10-27,Wednesday,RC,Long,FALSE,intact,intact,intact,DXP,RED,Neutral,NeuTRUEral,,,,,-0.6667,inside,broken,broken,broken,D,RED,-0.5,-0.46,Short,FALSE,intact,intact,intact
2010-10-28,Thursday,UXP,Short,TRUE,intact,broken,broken,DX,GREEN,Short,FALSE,04:00,1.1667,-1.9444,06:40,-1.4444,above,intact,broken,broken,UX,RED,-1.89,-1.98,Short,TRUE,intact,broken,broken
2010-10-29,Friday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,FALSE,04:10,1.5455,-3.3636,06:55,-2.1818,above,intact,broken,broken,U,GREEN,-1.82,-1.55,Short,TRUE,broken,broken,intact
2010-11-01,Monday,RC,Long,TRUE,intact,broken,broken,RX,Neutral,Long,TRUE,04:55,3.0625,0.1875,,2.625,above,intact,intact,intact,UXP,RED,10.34,10.43,Short,TRUE,intact,intact,intact
2010-11-02,Tuesday,DX,Short,TRUE,broken,broken,broken,RC,Neutral,Long,FALSE,04:00,7.8889,-4.1111,04:15,6.7778,above,intact,intact,intact,UXP,RED,3.72,3.49,Long,TRUE,intact,intact,intact
2010-11-03,Wednesday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Short,FALSE,04:10,2.5,-10,05:30,-6.125,above,broken,broken,broken,UX,GREEN,-3.44,-2.94,Long,FALSE,broken,broken,broken
2010-11-04,Thursday,UXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:05,2.5862,-0.4828,,2.1724,above,intact,intact,intact,UXP,GREEN,1.5,1.37,Long,TRUE,intact,intact,intact
2010-11-05,Friday,UXP,Long,TRUE,intact,broken,broken,U,RED,Short,TRUE,04:25,1.6452,-0.0968,,0.5161,below,broken,intact,broken,DX,RED,0.33,0.41,Long,FALSE,broken,broken,broken
2010-11-08,Monday,UXP,Short,TRUE,intact,intact,intact,DXP,RED,Short,TRUE,04:10,0.7143,-0.5714,,0.1667,below,broken,broken,broken,DX,RED,0.1,0.1,Long,TRUE,intact,intact,intact
2010-11-09,Tuesday,RC,Long,TRUE,intact,broken,intact,U,GREEN,Long,TRUE,04:00,2.4063,-0.9063,,1.5313,above,intact,intact,broken,UXP,RED,1.35,1.39,Short,TRUE,intact,intact,broken
2010-11-10,Wednesday,DXP,Long,FALSE,intact,intact,broken,UX,GREEN,Short,TRUE,05:45,1.4595,-1.1351,,-0.973,inside,broken,broken,intact,U,RED,-0.6,-0.65,Long,TRUE,intact,intact,intact
2010-11-11,Thursday,UXP,Long,TRUE,intact,intact,broken,UXP,RED,Short,FALSE,04:10,1.9474,-1.7895,06:00,1.1579,below,intact,intact,intact,DXP,GREEN,2.5,2.52,Long,TRUE,broken,broken,broken
2010-11-12,Friday,DX,Short,TRUE,intact,intact,intact,DXP,RED,Long,TRUE,05:35,1.1463,-0.439,,0.2439,above,intact,broken,broken,U,RED,0.32,0.35,Short,TRUE,intact,intact,intact
2010-11-15,Monday,DXP,Long,FALSE,intact,broken,broken,D,RED,Long,TRUE,05:00,1.6154,-0.5385,,0.4615,above,broken,broken,broken,RX,RED,-0.54,-0.39,Short,TRUE,broken,broken,broken
2010-11-16,Tuesday,DXP,Short,FALSE,intact,broken,intact,D,GREEN,Short,TRUE,04:35,2.9583,0,,2.1667,below,intact,intact,intact,DXP,RED,3.79,3.7,Short,TRUE,intact,intact,intact
2010-11-17,Wednesday,DXP,Short,TRUE,intact,intact,intact,DXP,RED,Long,TRUE,04:15,1.3864,-0.1818,,1.2955,above,intact,intact,broken,UXP,GREEN,0.18,0.07,Long,FALSE,broken,intact,broken
2010-11-18,Thursday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,0.2188,-0.7187,,-0.25,inside,broken,broken,broken,RC,GREEN,-0.54,-0.54,Short,FALSE,intact,intact,intact
2010-11-19,Friday,UXP,Short,TRUE,broken,broken,broken,U,GREEN,Long,FALSE,04:10,0.3333,-3.1875,05:30,-2.2708,below,intact,intact,intact,DXP,RED,-3.28,3.34,Long,TRUE,intact,intact,intact
2010-11-22,Monday,UXP,Long,TRUE,intact,broken,broken,U,GREEN,Long,FALSE,04:10,0.4412,-3.0882,07:00,-2.6176,below,intact,intact,intact,DXP,RED,-3.3,-3.3,Short,TRUE,intact,intact,intact
2010-11-23,Tuesday,UX,Short,TRUE,intact,intact,intact,DXP,GREEN,Long,FALSE,04:15,0.0926,-2.463,07:10,-1.8519,below,broken,intact,broken,DX,RED,-1.35,-1.4,Long,TRUE,intact,intact,broken
2010-11-24,Wednesday,UXP,Long,TRUE,intact,broken,broken,U,RED,Short,TRUE,04:05,0.2653,-1.0612,,-0.7959,inside,broken,broken,broken,U,GREEN,-0.75,-0.73,Long,TRUE,broken,intact,broken
2010-11-25,Thursday,UXP,Short,TRUE,intact,intact,broken,DXP,GREEN,Long,TRUE,05:05,2.375,-0.4583,,1.1667,above,intact,intact,intact,UXP,GREEN,2.22,2.27,Long,FALSE,intact,intact,intact
2010-11-26,Friday,DXP,Short,TRUE,intact,broken,intact,RX,GREEN,Short,TRUE,04:00,3,0.1,,2.1,below,intact,intact,broken,DX,GREEN,0.28,0.33,Long,TRUE,intact,intact,broken
2010-11-29,Monday,UX,Long,TRUE,intact,intact,intact,UXP,RED,Short,TRUE,04:15,1.75,-0.5417,,0,below,intact,intact,broken,DXP,RED,2.43,2.33,Long,TRUE,intact,broken,intact
2010-11-30,Tuesday,UXP,Short,TRUE,intact,intact,intact,DX,RED,Short,TRUE,04:00,0.2969,-0.9219,,0.2031,below,intact,broken,broken,D,GREEN,-0.15,-0.15,Short,TRUE,intact,intact,intact
2010-12-01,Wednesday,DXP,Short,FALSE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:35,1.8438,-0.1563,,1.4063,above,intact,intact,intact,UXP,GREEN,2.25,2.14,Short,FALSE,intact,intact,intact
2010-12-02,Thursday,UXP,Short,FALSE,intact,broken,broken,UX,RED,Neutral,NeuTRUEral,,,,,-1.0238,inside,broken,broken,broken,RX,GREEN,-0.5,-0.62,Long,TRUE,broken,broken,intact
2010-12-03,Friday,UXP,Short,FALSE,intact,broken,broken,D,RED,Long,TRUE,05:05,1.6,-0.0667,,1.3,above,broken,broken,intact,UX,GREEN,0.21,0.25,Long,TRUE,broken,broken,intact
2010-12-06,Monday,UXP,Short,FALSE,intact,broken,broken,RX,RED,Short,TRUE,04:00,1.6944,-0.7778,,0.4444,below,intact,broken,broken,D,RED,-0.31,-0.3,Short,FALSE,intact,broken,broken
2010-12-07,Tuesday,DXP,Long,TRUE,intact,intact,intact,UXP,RED,Long,TRUE,04:45,4.2692,0.6154,,4.0769,above,intact,broken,intact,RX,RED,-0.33,0.3,Short,TRUE,intact,intact,broken
2010-12-08,Wednesday,DXP,Short,TRUE,intact,intact,broken,DXP,RED,Short,FALSE,04:05,0.8095,-3,04:55,-2.3333,above,intact,intact,broken,UXP,RED,-3.24,-3.22,Short,TRUE,broken,broken,broken
2010-12-09,Thursday,UX,Neutral,Neutral,broken,intact,broken,UX,RED,Short,TRUE,04:30,2.9667,0.6667,,1.1333,below,intact,intact,intact,DXP,RED,2.61,2.65,Long,TRUE,broken,intact,broken
2010-12-10,Friday,RC,Long,TRUE,intact,intact,broken,UX,RED,Short,FALSE,04:05,1.1538,-3.8462,05:10,-1.8462,inside,broken,broken,intact,DX,RED,2.57,2.73,Short,TRUE,broken,broken,intact
2010-12-13,Monday,DXP,Long,TRUE,intact,intact,intact,UXP,GREEN,Long,TRUE,04:00,6.3333,-0.0667,,6.1333,above,intact,intact,broken,UXP,GREEN,4.93,5.09,Short,TRUE,intact,intact,intact
2010-12-14,Tuesday,DXP,Short,FALSE,intact,intact,broken,UXP,RED,Short,TRUE,04:05,4.0833,-1.5833,,3.6667,below,intact,intact,broken,DXP,GREEN,5.24,5.54,Long,TRUE,broken,intact,broken
2010-12-15,Wednesday,RC,Short,TRUE,intact,intact,intact,DXP,GREEN,Short,TRUE,05:05,1,-0.9615,,-0.1154,inside,intact,broken,intact,UXP,GREEN,-1.7,-1.06,Long,TRUE,intact,broken,intact
2010-12-16,Thursday,UXP,Long,TRUE,broken,broken,broken,D,GREEN,Short,TRUE,05:20,0.5161,-0.7742,,-0.3871,inside,broken,broken,broken,RX,RED,-0.39,-0.26,Short,TRUE,broken,broken,broken
