analysis_date,current_day_idr_midpoint,high_20_level,high_50_level,high_80_level,low_20_level,low_50_level,low_80_level
2/13/25,344.03,,,,,,
2/14/25,362.88,361.67,365.71,370.75,347.56,351.93,357.96
2/18/25,359.62,359.29,363.18,375.84,343.32,347.67,355.89
2/19/25,353.54,357,361.6,368.49,337.16,350.59,355.06
2/20/25,359.24,360.59,365.96,374.46,344.55,352.47,358.64
2/21/25,353.13,354.47,359.75,368.1,338.7,346.48,352.55
2/24/25,339.6,339.75,343.13,349.38,324.78,330.64,335.57
2/25/25,330.9,331.46,333.64,339.19,317.51,324.95,327.65
2/26/25,309.28,309.8,311.84,317.02,296.76,303.72,306.24
2/27/25,294.34,297.22,301.05,306.79,280.7,291.89,295.61
2/28/25,282.47,281.64,286.92,295.06,266.08,273.73,280.32
3/3/25,296.73,299.78,303.57,310.99,287.63,293.55,296
3/4/25,284.26,284.39,287.22,292.45,271.86,276.77,280.89
3/5/25,279.96,279.02,282.14,286.03,268.14,271.51,276.16
3/6/25,274.42,274.88,276.69,281.29,263.31,269.49,271.72
3/7/25,263.35,263.47,266.09,270.94,251.86,256.41,260.23
3/10/25,255.38,255.5,258.03,262.73,244.24,248.64,252.35
3/11/25,228.11,231.75,234.5,241.35,220.53,226.2,228.82
3/12/25,237.07,239.51,242.54,248.47,229.81,234.54,236.49
3/13/25,244.52,246.92,250.1,254.86,233.19,242.49,245.58
3/14/25,244,246.09,247.95,250.01,237.71,240.07,241.55
3/17/25,245.75,246.68,250.35,256.16,235.71,241.12,245.34
3/18/25,236.66,235.96,240.38,247.21,222.92,229.33,234.86
3/19/25,229.97,232.34,235.27,241.02,222.92,227.51,229.41
3/20/25,240.46,239.66,242.34,245.68,230.31,233.21,237.2
3/21/25,234.74,244.41,246.33,248.24,232.79,233.45,234.11
3/24/25,258.33,,,,,,
3/25/25,278.63,,,,,,
3/26/25,283.88,285.1,288.13,293,274.55,277.87,281.73
3/27/25,267.71,271.98,275.21,283.24,258.82,265.47,268.54
3/28/25,275.03,277.73,281.3,286.66,262.29,272.74,276.22
3/31/25,253.28,253.4,255.92,260.58,242.23,246.6,250.28
4/1/25,269.44,268.54,271.54,275.29,258.06,261.31,265.78
4/2/25,265.31,265.07,267.94,277.28,253.29,256.5,262.56
4/3/25,272.78,271.87,274.91,278.7,261.26,264.55,269.08
4/4/25,267.4,266.62,271.61,279.32,251.88,259.12,265.37
4/7/25,220.75,224.28,226.94,233.57,213.43,218.91,221.45
4/8/25,238.03,239.5,245.01,249.04,229.07,232.9,237.99
4/9/25,228.51,228.62,230.89,235.1,218.55,222.49,225.81
4/10/25,261.29,,,,,,
4/11/25,249.84,253.83,256.85,264.35,241.55,247.76,250.63
4/14/25,256.36,256.12,258.9,267.92,244.74,247.84,253.7
4/15/25,253.11,253.22,255.74,260.4,242.06,246.43,250.1
4/16/25,247.44,251.39,254.38,261.81,239.23,245.38,248.22
4/17/25,244.44,244.55,246.98,251.48,233.77,237.99,241.54
4/21/25,234.24,234.35,236.68,240.99,224.02,228.06,231.46
4/22/25,228.72,229.58,233,238.41,219.37,224.41,228.34
4/23/25,251.97,254.56,257.78,264.08,244.25,249.27,251.35
4/24/25,246.72,249.14,252.35,257.16,235.29,244.67,247.79
4/25/25,264.18,263.3,266.24,269.91,253.03,256.21,260.6
4/28/25,288.41,,,,,,
4/29/25,288.84,289.32,291.22,296.07,277.15,283.64,285.99
4/30/25,288.7,288.13,290.4,295.14,275.99,281.32,285.65
5/1/25,282.07,284.98,288.57,295.63,273.43,279.05,281.38
5/2/25,281.62,,,,,,
5/5/25,286.71,285.75,288.95,292.93,274.61,278.06,282.82
5/6/25,275.85,278.48,279.61,280.76,270.27,271.37,271.9
5/7/25,278.86,277.93,281.03,284.91,267.08,270.44,275.07
5/8/25,279.39,282.26,285.83,292.82,270.83,276.4,278.7
5/9/25,287.23,290.19,293.85,301.03,278.42,284.15,286.53
5/12/25,319.43,322.72,326.79,334.79,309.64,316.01,318.65
5/13/25,314.56,315.74,320.45,327.88,301.7,308.63,314.03
5/14/25,339.76,343.26,347.59,356.09,329.35,336.13,338.93
5/15/25,339.14,342.37,343.77,345.18,332.28,333.64,334.29
5/16/25,345.08,348.63,353.03,361.66,334.5,341.38,344.23
5/19/25,334.87,340.22,344.26,354.31,323.76,332.07,335.92
5/20/25,343.58,347.11,351.49,360.09,333.04,339.9,342.73
5/21/25,346.12,346.7,348.98,354.79,332.11,339.9,342.72
5/22/25,336.5,336.66,340.01,346.2,321.83,327.63,332.52
5/23/25,343.36,342.67,345.38,351,328.24,334.57,339.72
5/27/25,348.65,347.49,351.38,356.22,333.94,338.14,343.92
5/28/25,363.61,365.17,369.05,375.28,351.65,355.9,360.85
5/29/25,367.06,365.84,369.93,375.03,351.57,355.99,362.08
5/30/25,355.66,355.83,359.36,365.91,340.15,346.28,351.44
6/2/25,339.96,345.39,349.49,359.69,328.68,337.12,341.02
6/3/25,341.09,342.38,347.48,355.54,327.15,334.66,340.53
6/4/25,346.98,347.57,349.85,355.67,332.94,340.74,343.57
6/5/25,327.78,326.82,332.94,342.39,308.76,317.64,325.29
6/6/25,297.79,302.54,306.14,315.08,287.91,295.3,298.72
6/9/25,290.72,289.86,295.29,303.68,273.84,281.72,288.51
6/10/25,314.78,318.02,322.04,329.91,305.14,311.41,314.01
6/11/25,334.48,333.36,337.08,341.73,320.35,324.38,329.94
6/12/25,321.94,324.6,329.55,332.61,312.91,316.87,320.75
6/13/25,311.1,313.18,315.64,321.18,299.55,307.65,310.74
6/16/25,331.47,332.89,336.43,342.11,320.57,324.44,328.95
6/17/25,327.31,326.35,332.47,341.91,308.32,317.19,324.83
6/18/25,319.56,319.71,322.88,328.76,305.62,311.13,315.77
6/20/25,326.43,329.79,333.95,342.12,316.42,322.93,325.63
6/23/25,327.14,327.69,329.85,335.33,313.9,321.26,323.92
6/24/25,357.79,356.6,360.59,365.56,342.69,347,352.94
6/25/25,341.15,344.49,348.93,355.58,325.34,338.3,342.62
6/26/25,328.51,329.06,331.23,336.74,315.22,322.6,325.28
6/27/25,326.86,328.09,332.98,340.71,313.5,320.7,326.32
6/30/25,321.62,,,,,,
7/1/25,303.06,303.21,306.22,311.8,289.84,295.07,299.47
7/2/25,303.88,305.77,312.8,317.95,292.45,297.34,303.84
7/3/25,319.17,318.11,321.67,326.1,305.7,309.54,314.84
7/7/25,293.36,298.04,301.58,310.38,283.62,290.9,294.27
7/8/25,298.05,297.06,300.38,304.52,285.47,289.06,294.01
7/9/25,298.35,298.64,302.62,305.94,288.77,292.9,295.51
7/10/25,298.02,299.87,306.77,311.82,286.81,291.6,297.98
7/11/25,308.53,307.91,310.35,315.4,294.95,300.63,305.26
7/14/25,316.05,319.31,323.34,331.24,306.37,312.67,315.28
7/15/25,317.98,319.95,327.31,332.7,306.01,311.12,317.93
7/16/25,309.53,311.6,314.05,319.57,298.04,306.1,309.18
7/17/25,322.38,321.74,324.28,329.57,308.19,314.14,318.97
7/18/25,320.24,323.37,327.54,333.78,305.4,317.56,321.62
