Date,Day_of_Week,RDR_Trade_Direction,RDR_Confirmation_Candle,RDR_Confirmation_Candle_15min,RDR_Confirmation_Candle_30min,RDR_Box_STD,RDR_Max_EXT_Time,RDR_Max_EXT_Time_15min,RDR_Max_EXT_Time_30min,RDR_Max_RET_Time,RDR_Max_RET_Time_15min,RDR_Max_RET_Time_30min,RDR_M7_Time,RDR_M7_Time_15min,RDR_M7_Time_30min,RDR_RBC_Time,RDR_RBC_Time_15min,RDR_RBC_Time_30min,RDR_M7_Retrace,RDR_Max_Ext_STD,RDR_Max_Ret_STD,RDR_RBC_STD,RDR_Session_True,Confirmation_Size_STD
2008-01-21,Monday,Short,10:50:00,10:45:00,10:30:00,-0.6388888888888888,11:25:00,11:15:00,11:00:00,11:05:00,11:00:00,11:00:00,11:05:00,11:00:00,11:00:00,10:45:00,10:45:00,10:30:00,0.08333333333333333,1.1111111111111112,0.08333333333333333,-0.25,True,0.2777777777777778
2008-01-22,Tuesday,Long,11:00:00,11:00:00,11:00:00,1.1081081081081081,15:35:00,15:30:00,15:30:00,11:30:00,11:30:00,11:30:00,11:30:00,11:30:00,11:30:00,10:50:00,10:45:00,10:30:00,-0.16216216216216217,0.47297297297297297,-0.16216216216216217,-0.16216216216216217,True,0.17567567567567569
2008-01-23,Wednesday,Long,15:00:00,15:00:00,15:00:00,0.9739130434782609,15:45:00,15:45:00,15:30:00,15:05:00,15:00:00,15:00:00,15:05:00,15:00:00,15:00:00,12:45:00,12:45:00,12:30:00,0.05217391304347826,1.182608695652174,0.05217391304347826,-1.3217391304347825,True,0.23478260869565218
2008-01-24,Thursday,Long,14:35:00,14:30:00,14:30:00,-0.13559322033898305,14:40:00,14:30:00,14:30:00,14:55:00,14:45:00,14:30:00,14:40:00,14:30:00,14:30:00,12:40:00,12:30:00,12:30:00,-0.11864406779661017,0.2033898305084746,-0.7966101694915254,-1.1016949152542372,True,0.15254237288135594
2008-01-25,Friday,Short,10:30:00,10:30:00,10:30:00,-0.868421052631579,13:50:00,13:45:00,13:30:00,10:45:00,10:45:00,10:30:00,10:45:00,10:45:00,10:30:00,10:30:00,10:30:00,10:30:00,0.10526315789473684,3.289473684210526,0.10526315789473684,-0.02631578947368421,True,0.7105263157894737
2008-01-28,Monday,Long,10:45:00,10:45:00,10:30:00,0.09803921568627451,15:55:00,15:45:00,15:30:00,11:20:00,11:15:00,11:00:00,11:20:00,11:15:00,11:00:00,10:30:00,10:30:00,10:30:00,0.058823529411764705,1.5686274509803921,0.058823529411764705,-0.21568627450980393,True,0.37254901960784315
2008-01-29,Tuesday,Long,15:05:00,15:00:00,15:00:00,-0.2777777777777778,15:20:00,15:15:00,15:00:00,15:45:00,15:45:00,15:30:00,15:10:00,15:00:00,15:00:00,12:25:00,12:15:00,12:00:00,-0.1388888888888889,0.3333333333333333,-0.2777777777777778,-0.9444444444444444,True,0.25
2008-01-30,Wednesday,Long,14:10:00,14:00:00,14:00:00,0.5714285714285714,15:05:00,15:00:00,15:00:00,15:55:00,15:45:00,15:30:00,14:15:00,14:15:00,14:00:00,11:55:00,11:45:00,11:30:00,0.5,3.642857142857143,-1.2857142857142858,-0.8571428571428571,True,0.75
2008-01-31,Thursday,Long,10:55:00,10:45:00,10:30:00,1.0740740740740742,15:50:00,15:45:00,15:30:00,11:10:00,11:00:00,11:00:00,11:10:00,11:00:00,11:00:00,10:35:00,10:30:00,10:30:00,-0.07407407407407407,2.759259259259259,-0.07407407407407407,-0.4074074074074074,True,0.2777777777777778
2008-02-01,Friday,Short,10:45:00,10:45:00,10:30:00,0.5,10:50:00,10:45:00,10:30:00,15:40:00,15:30:00,15:30:00,10:50:00,10:45:00,10:30:00,10:30:00,10:30:00,10:30:00,-0.125,0.3541666666666667,-1.2708333333333333,-0.4375,True,0.4375
2008-02-04,Monday,Short,14:30:00,14:30:00,14:30:00,-0.9629629629629629,15:55:00,15:45:00,15:30:00,15:20:00,15:15:00,15:00:00,15:20:00,15:15:00,15:00:00,11:30:00,11:30:00,11:30:00,-0.2962962962962963,0.7037037037037037,-0.2962962962962963,-0.9259259259259259,True,0.4074074074074074
2008-02-05,Tuesday,Short,11:05:00,11:00:00,11:00:00,0.375,15:55:00,15:45:00,15:30:00,11:45:00,11:45:00,11:30:00,11:45:00,11:45:00,11:30:00,10:30:00,10:30:00,10:30:00,-0.625,2.125,-0.625,-1.15625,True,0.5
2008-02-06,Wednesday,Long,10:40:00,10:30:00,10:30:00,-0.5172413793103449,11:25:00,11:15:00,11:00:00,15:55:00,15:45:00,15:30:00,10:55:00,10:45:00,10:30:00,10:35:00,10:30:00,10:30:00,0.10344827586206896,1.1724137931034482,-2.7586206896551726,-0.6206896551724138,False,0.5172413793103449
2008-02-07,Thursday,Long,13:40:00,13:30:00,13:30:00,0.6142857142857143,14:05:00,14:00:00,14:00:00,15:10:00,15:00:00,15:00:00,13:50:00,13:45:00,13:30:00,11:35:00,11:30:00,11:30:00,0.15714285714285714,0.6857142857142857,-0.7428571428571429,-0.8142857142857143,True,0.24285714285714285
2008-02-08,Friday,Long,11:05:00,11:00:00,11:00:00,0.6875,11:10:00,11:00:00,11:00:00,13:40:00,13:30:00,13:30:00,11:10:00,11:00:00,11:00:00,10:35:00,10:30:00,10:30:00,-0.0625,0.40625,-2.28125,-0.625,False,0.3125
2008-02-11,Monday,Long,12:35:00,12:30:00,12:30:00,-0.5813953488372093,15:20:00,15:15:00,15:00:00,14:35:00,14:30:00,14:30:00,14:35:00,14:30:00,14:30:00,10:30:00,10:30:00,10:30:00,0.16279069767441862,0.9069767441860465,0.16279069767441862,-0.9302325581395349,True,0.3488372093023256
2008-02-12,Tuesday,Long,10:45:00,10:45:00,10:30:00,0.75,11:20:00,11:15:00,11:00:00,15:35:00,15:30:00,15:30:00,10:50:00,10:45:00,10:30:00,10:35:00,10:30:00,10:30:00,0.11363636363636363,0.5227272727272727,-1.6363636363636365,-0.13636363636363635,False,0.3181818181818182
2008-02-13,Wednesday,Short,10:30:00,10:30:00,10:30:00,-0.4722222222222222,10:35:00,10:30:00,10:30:00,15:40:00,15:30:00,15:30:00,10:35:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,0.1111111111111111,0.4722222222222222,-1.6666666666666667,-0.1111111111111111,False,0.3611111111111111
2008-02-14,Thursday,Short,11:05:00,11:00:00,11:00:00,-0.42857142857142855,14:45:00,14:45:00,14:30:00,11:10:00,11:00:00,11:00:00,11:10:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,0.3333333333333333,2.9047619047619047,0.3333333333333333,-1.0,True,0.42857142857142855
2008-02-15,Friday,Long,10:30:00,10:30:00,10:30:00,0.22727272727272727,15:45:00,15:45:00,15:30:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,10:30:00,10:30:00,10:30:00,-1.4090909090909092,0.9090909090909091,-1.4090909090909092,-0.13636363636363635,True,0.6363636363636364
2008-02-18,Monday,Long,11:00:00,11:00:00,11:00:00,1.1,11:25:00,11:15:00,11:00:00,11:05:00,11:00:00,11:00:00,11:05:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,0.65,1.3,0.65,-0.15,True,0.8
2008-02-19,Tuesday,Short,10:30:00,10:30:00,10:30:00,-0.75,15:50:00,15:45:00,15:30:00,13:25:00,13:15:00,13:00:00,13:25:00,13:15:00,13:00:00,10:30:00,10:30:00,10:30:00,-0.4583333333333333,2.7083333333333335,-0.4583333333333333,-0.08333333333333333,True,0.5416666666666666
2008-02-20,Wednesday,Long,12:00:00,12:00:00,12:00:00,0.625,14:55:00,14:45:00,14:30:00,12:05:00,12:00:00,12:00:00,12:05:00,12:00:00,12:00:00,11:05:00,11:00:00,11:00:00,0.20833333333333334,3.5416666666666665,0.20833333333333334,-0.7083333333333334,True,0.5833333333333334
2008-02-21,Thursday,Short,10:40:00,10:30:00,10:30:00,-0.4375,15:50:00,15:45:00,15:30:00,11:45:00,11:45:00,11:30:00,11:45:00,11:45:00,11:30:00,10:30:00,10:30:00,10:30:00,0.0,2.625,0.0,-0.34375,True,0.40625
2008-02-22,Friday,Short,10:30:00,10:30:00,10:30:00,-0.9574468085106383,15:15:00,15:15:00,15:00:00,15:55:00,15:45:00,15:30:00,11:35:00,11:30:00,11:30:00,10:30:00,10:30:00,10:30:00,-0.2765957446808511,0.7021276595744681,-1.8085106382978724,-0.23404255319148937,False,0.2978723404255319
2008-02-25,Monday,Long,10:45:00,10:45:00,10:30:00,0.45454545454545453,15:40:00,15:30:00,15:30:00,13:35:00,13:30:00,13:30:00,13:35:00,13:30:00,13:30:00,10:40:00,10:30:00,10:30:00,-0.7272727272727273,1.5,-0.7272727272727273,-0.20454545454545456,True,0.29545454545454547
2008-02-26,Tuesday,Long,10:50:00,10:45:00,10:30:00,0.14285714285714285,13:00:00,13:00:00,13:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,10:40:00,10:30:00,10:30:00,0.07142857142857142,5.357142857142857,0.07142857142857142,-1.7142857142857142,True,1.0714285714285714
2008-02-27,Wednesday,Long,10:45:00,10:45:00,10:30:00,0.0,11:55:00,11:45:00,11:30:00,14:20:00,14:15:00,14:00:00,11:10:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,0.5833333333333334,1.5416666666666667,-0.875,-1.0416666666666667,True,1.6666666666666667
2008-02-28,Thursday,Long,10:35:00,10:30:00,10:30:00,0.8333333333333334,10:40:00,10:30:00,10:30:00,11:35:00,11:30:00,11:30:00,10:40:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,0.041666666666666664,0.375,-2.0,-0.4166666666666667,False,0.20833333333333334
2008-02-29,Friday,Short,10:35:00,10:30:00,10:30:00,-0.9,15:50:00,15:45:00,15:30:00,12:25:00,12:15:00,12:00:00,12:25:00,12:15:00,12:00:00,10:30:00,10:30:00,10:30:00,-0.35,1.875,-0.35,-0.1,True,0.2
2008-03-03,Monday,Short,14:55:00,14:45:00,14:30:00,0.391304347826087,15:00:00,15:00:00,15:00:00,15:55:00,15:45:00,15:30:00,15:00:00,15:00:00,15:00:00,12:30:00,12:30:00,12:30:00,-0.021739130434782608,0.17391304347826086,-0.8260869565217391,-1.108695652173913,True,0.2608695652173913
2008-03-04,Tuesday,Short,10:40:00,10:30:00,10:30:00,0.5217391304347826,14:05:00,14:00:00,14:00:00,15:40:00,15:30:00,15:30:00,10:45:00,10:45:00,10:30:00,10:30:00,10:30:00,10:30:00,0.08695652173913043,2.217391304347826,-2.0869565217391304,-0.5652173913043478,False,0.2608695652173913
2008-03-05,Wednesday,Short,13:20:00,13:15:00,13:00:00,0.6511627906976745,13:40:00,13:30:00,13:30:00,15:55:00,15:45:00,15:30:00,13:25:00,13:15:00,13:00:00,12:00:00,12:00:00,12:00:00,0.06976744186046512,0.9534883720930233,-0.4186046511627907,-1.3488372093023255,True,0.3488372093023256
2008-03-06,Thursday,Short,11:10:00,11:00:00,11:00:00,-0.78125,15:55:00,15:45:00,15:30:00,11:35:00,11:30:00,11:30:00,11:35:00,11:30:00,11:30:00,10:30:00,10:30:00,10:30:00,-0.4375,1.8125,-0.4375,-0.8125,True,0.25
2008-03-07,Friday,Long,10:35:00,10:30:00,10:30:00,0.8225806451612904,10:40:00,10:30:00,10:30:00,14:35:00,14:30:00,14:30:00,10:40:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,0.1935483870967742,0.43548387096774194,-1.6290322580645162,-0.14516129032258066,False,0.2903225806451613
2008-03-10,Monday,Short,11:20:00,11:15:00,11:00:00,-1.1578947368421053,14:25:00,14:15:00,14:00:00,12:55:00,12:45:00,12:30:00,12:55:00,12:45:00,12:30:00,10:45:00,10:45:00,10:30:00,-0.10526315789473684,3.263157894736842,-0.10526315789473684,-1.3157894736842106,True,0.47368421052631576
2008-03-11,Tuesday,Short,11:10:00,11:00:00,11:00:00,-0.4666666666666667,12:45:00,12:45:00,12:30:00,15:55:00,15:45:00,15:30:00,11:30:00,11:30:00,11:30:00,11:00:00,11:00:00,11:00:00,-0.26666666666666666,1.3333333333333333,-3.3666666666666667,-0.6,False,0.2
2008-03-12,Wednesday,Long,11:00:00,11:00:00,11:00:00,-0.5625,11:15:00,11:15:00,11:00:00,15:50:00,15:45:00,15:30:00,11:05:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,0.3125,1.15625,-2.125,-0.8125,False,0.375
2008-03-13,Thursday,Short,10:35:00,10:30:00,10:30:00,-0.8260869565217391,10:45:00,10:45:00,10:30:00,14:05:00,14:00:00,14:00:00,10:45:00,10:45:00,10:30:00,10:30:00,10:30:00,10:30:00,0.0,0.782608695652174,-6.260869565217392,-0.34782608695652173,False,0.5652173913043478
2008-03-14,Friday,Short,14:25:00,14:15:00,14:00:00,-0.9590163934426229,14:30:00,14:30:00,14:30:00,15:25:00,15:15:00,15:00:00,14:30:00,14:30:00,14:30:00,11:45:00,11:45:00,11:30:00,0.3770491803278688,0.5081967213114754,-0.3360655737704918,-0.39344262295081966,True,0.4672131147540984
2008-03-17,Monday,Long,10:45:00,10:45:00,10:30:00,1.3888888888888888,15:35:00,15:30:00,15:30:00,13:20:00,13:15:00,13:00:00,13:20:00,13:15:00,13:00:00,10:35:00,10:30:00,10:30:00,-1.5555555555555556,0.8148148148148148,-1.5555555555555556,-0.3333333333333333,True,0.5185185185185185
2008-03-18,Tuesday,Long,10:50:00,10:45:00,10:30:00,0.4117647058823529,15:55:00,15:45:00,15:30:00,14:30:00,14:30:00,14:30:00,14:30:00,14:30:00,14:30:00,10:30:00,10:30:00,10:30:00,-2.411764705882353,5.882352941176471,-2.411764705882353,-0.8235294117647058,False,0.8235294117647058
2008-03-19,Wednesday,Short,10:30:00,10:30:00,10:30:00,-0.5882352941176471,15:55:00,15:45:00,15:30:00,11:40:00,11:30:00,11:30:00,11:40:00,11:30:00,11:30:00,10:30:00,10:30:00,10:30:00,-0.7058823529411765,4.029411764705882,-0.7058823529411765,-0.029411764705882353,True,0.6176470588235294
2008-03-20,Thursday,Long,10:50:00,10:45:00,10:30:00,0.5098039215686274,15:20:00,15:15:00,15:00:00,12:35:00,12:30:00,12:30:00,12:35:00,12:30:00,12:30:00,10:40:00,10:30:00,10:30:00,-0.3333333333333333,1.7254901960784315,-0.3333333333333333,-0.21568627450980393,True,0.27450980392156865
2008-03-24,Monday,Long,10:40:00,10:30:00,10:30:00,0.8507462686567164,12:50:00,12:45:00,12:30:00,15:45:00,15:45:00,15:30:00,11:05:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,-0.1791044776119403,0.44776119402985076,-0.31343283582089554,-0.2537313432835821,True,0.16417910447761194
2008-03-25,Tuesday,Long,13:55:00,13:45:00,13:30:00,-0.6585365853658537,15:05:00,15:00:00,15:00:00,15:50:00,15:45:00,15:30:00,14:30:00,14:30:00,14:30:00,10:35:00,10:30:00,10:30:00,-0.14634146341463414,0.4634146341463415,-0.2682926829268293,-1.1219512195121952,True,0.3902439024390244
2008-03-26,Wednesday,Short,10:30:00,10:30:00,10:30:00,-0.5833333333333334,10:45:00,10:45:00,10:30:00,14:55:00,14:45:00,14:30:00,10:35:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,-0.125,0.7916666666666666,-1.2083333333333333,-0.4166666666666667,False,0.25
2008-03-27,Thursday,Short,10:30:00,10:30:00,10:30:00,-1.0217391304347827,15:55:00,15:45:00,15:30:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,10:30:00,10:30:00,10:30:00,-1.2391304347826086,0.6304347826086957,-1.2391304347826086,-0.10869565217391304,True,0.2826086956521739
2008-03-28,Friday,Short,12:15:00,12:15:00,12:00:00,0.08,15:45:00,15:45:00,15:30:00,12:25:00,12:15:00,12:00:00,12:25:00,12:15:00,12:00:00,10:30:00,10:30:00,10:30:00,-0.16,2.6,-0.16,-0.76,True,0.32
2008-03-31,Monday,Long,11:30:00,11:30:00,11:30:00,0.2222222222222222,13:30:00,13:30:00,13:30:00,14:50:00,14:45:00,14:30:00,12:20:00,12:15:00,12:00:00,10:45:00,10:45:00,10:30:00,-0.07407407407407407,1.1851851851851851,-0.2962962962962963,-0.8888888888888888,True,0.2962962962962963
2008-04-01,Tuesday,Long,10:50:00,10:45:00,10:30:00,1.25,15:55:00,15:45:00,15:30:00,11:45:00,11:45:00,11:30:00,11:45:00,11:45:00,11:30:00,10:30:00,10:30:00,10:30:00,0.5,3.5357142857142856,0.5,-0.10714285714285714,True,0.75
2008-04-02,Wednesday,Long,10:30:00,10:30:00,10:30:00,-0.2857142857142857,10:55:00,10:45:00,10:30:00,15:05:00,15:00:00,15:00:00,10:35:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,0.38095238095238093,1.4285714285714286,-1.8095238095238095,0.0,False,0.6190476190476191
2008-04-03,Thursday,Long,12:05:00,12:00:00,12:00:00,0.21875,13:25:00,13:15:00,13:00:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,11:00:00,11:00:00,11:00:00,-0.1875,1.1875,-0.1875,-0.90625,True,0.34375
2008-04-04,Friday,Long,11:25:00,11:15:00,11:00:00,-0.76,13:30:00,13:30:00,13:30:00,15:45:00,15:45:00,15:30:00,12:00:00,12:00:00,12:00:00,10:35:00,10:30:00,10:30:00,-0.16,1.76,-0.52,-1.24,True,0.36
2008-04-07,Monday,Short,10:30:00,10:30:00,10:30:00,-0.9,15:35:00,15:30:00,15:30:00,12:40:00,12:30:00,12:30:00,12:40:00,12:30:00,12:30:00,10:30:00,10:30:00,10:30:00,-2.4,1.35,-2.4,-0.1,False,0.2
2008-04-08,Tuesday,Long,10:40:00,10:30:00,10:30:00,0.6111111111111112,11:35:00,11:30:00,11:30:00,14:25:00,14:15:00,14:00:00,11:10:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,-0.2222222222222222,0.6666666666666666,-1.5555555555555556,-0.3888888888888889,False,0.4444444444444444
2008-04-09,Wednesday,Short,11:20:00,11:15:00,11:00:00,-0.84,15:10:00,15:00:00,15:00:00,11:25:00,11:15:00,11:00:00,11:25:00,11:15:00,11:00:00,11:00:00,11:00:00,11:00:00,0.4,1.88,0.4,-0.44,True,0.52
2008-04-10,Thursday,Long,10:40:00,10:30:00,10:30:00,0.4230769230769231,12:00:00,12:00:00,12:00:00,15:40:00,15:30:00,15:30:00,10:45:00,10:45:00,10:30:00,10:35:00,10:30:00,10:30:00,0.11538461538461539,1.5384615384615385,-0.2692307692307692,-0.34615384615384615,True,0.3076923076923077
